ngay,ngan_hang,loai_giao_dich,tong_giao_dich,thanh_cong,that_bai,tong_so_tien,sr_phan_tram
2026-05-22 00:00:00,BIDV,Chuyển tiền,1039,998,41,886137,96.1
2026-05-22 00:00:00,VPBank,Thanh toán,4058,3950,108,662775,97.3
2026-05-22 00:00:00,VPBank,Nạp Tiền,1586,1514,72,340697,95.5
2026-05-22 00:00:00,VPBank,Rút tiền,926,889,37,296570,96.0
2026-05-22 00:00:00,VPBank,Chuyển tiền,885,856,29,739749,96.7
2026-05-22 00:00:00,ACB,Thanh toán,3822,3780,42,608224,98.9
2026-05-22 00:00:00,ACB,Nạp Tiền,1335,1285,50,261370,96.3
2026-05-22 00:00:00,ACB,Rút tiền,874,853,21,303133,97.6
2026-05-22 00:00:00,ACB,Chuyển tiền,813,791,22,692340,97.3
2026-05-22 00:00:00,Sacombank,Thanh toán,2239,2078,161,317970,92.8
2026-05-22 00:00:00,Sacombank,Nạp Tiền,752,710,42,163730,94.4
2026-05-22 00:00:00,Sacombank,Rút tiền,525,500,25,173510,95.2
2026-05-22 00:00:00,Sacombank,Chuyển tiền,456,428,28,362192,93.9
2026-05-22 00:00:00,TPBank,Thanh toán,1900,1869,31,263150,98.4
2026-05-22 00:00:00,TPBank,Nạp Tiền,640,635,5,122991,99.2
2026-05-22 00:00:00,TPBank,Rút tiền,476,461,15,157763,96.8
2026-05-22 00:00:00,TPBank,Chuyển tiền,398,386,12,310186,97.0
2026-05-22 00:00:00,Agribank,Thanh toán,1557,1488,69,235427,95.6
2026-05-22 00:00:00,Agribank,Nạp Tiền,572,548,24,106495,95.8
2026-05-22 00:00:00,Agribank,Rút tiền,349,333,16,130302,95.4
2026-05-22 00:00:00,Agribank,Chuyển tiền,338,318,20,294818,94.1
2026-05-23 00:00:00,Vietcombank,Thanh toán,4967,4836,131,702920,97.4
2026-05-23 00:00:00,Vietcombank,Nạp Tiền,2021,1984,37,432934,98.2
2026-05-23 00:00:00,Vietcombank,Rút tiền,1191,1170,21,405789,98.2
2026-05-23 00:00:00,Vietcombank,Chuyển tiền,1242,1191,51,973358,95.9
2026-05-23 00:00:00,Techcombank,Thanh toán,3845,3799,46,628543,98.8
2026-05-23 00:00:00,Techcombank,Nạp Tiền,1538,1496,42,317613,97.3
2026-05-23 00:00:00,Techcombank,Rút tiền,868,834,34,293684,96.1
2026-05-23 00:00:00,Techcombank,Chuyển tiền,828,809,19,623345,97.7
2026-05-23 00:00:00,MB Bank,Thanh toán,4070,3957,113,575817,97.2
2026-05-23 00:00:00,MB Bank,Nạp Tiền,1333,1301,32,247807,97.6
2026-05-23 00:00:00,MB Bank,Rút tiền,828,807,21,317854,97.5
2026-05-23 00:00:00,MB Bank,Chuyển tiền,797,779,18,675666,97.7
2026-05-23 00:00:00,VietinBank,Thanh toán,3122,2956,166,423884,94.7
2026-05-23 00:00:00,VietinBank,Nạp Tiền,1097,1029,68,232056,93.8
2026-05-23 00:00:00,VietinBank,Rút tiền,787,737,50,257504,93.6
2026-05-23 00:00:00,VietinBank,Chuyển tiền,662,613,49,521228,92.6
2026-05-23 00:00:00,BIDV,Thanh toán,2772,2662,110,413824,96.0
2026-05-23 00:00:00,BIDV,Nạp Tiền,1079,1029,50,198926,95.4
2026-05-23 00:00:00,BIDV,Rút tiền,706,667,39,252788,94.5
2026-05-23 00:00:00,BIDV,Chuyển tiền,685,655,30,588221,95.6
2026-05-23 00:00:00,VPBank,Thanh toán,2733,2610,123,421702,95.5
2026-05-23 00:00:00,VPBank,Nạp Tiền,904,857,47,180039,94.8
2026-05-23 00:00:00,VPBank,Rút tiền,634,608,26,204501,95.9
2026-05-23 00:00:00,VPBank,Chuyển tiền,630,610,20,461007,96.8
2026-05-23 00:00:00,ACB,Thanh toán,2261,2192,69,315296,96.9
2026-05-23 00:00:00,ACB,Nạp Tiền,839,812,27,172266,96.8
2026-05-23 00:00:00,ACB,Rút tiền,595,584,11,203289,98.2
2026-05-23 00:00:00,ACB,Chuyển tiền,560,544,16,443852,97.1
2026-05-23 00:00:00,Sacombank,Thanh toán,1486,1394,92,235966,93.8
2026-05-23 00:00:00,Sacombank,Nạp Tiền,498,473,25,102606,95.0
2026-05-23 00:00:00,Sacombank,Rút tiền,364,343,21,136712,94.2
2026-05-23 00:00:00,Sacombank,Chuyển tiền,317,296,21,239829,93.4
2026-05-23 00:00:00,TPBank,Thanh toán,1221,1207,14,179440,98.9
2026-05-23 00:00:00,TPBank,Nạp Tiền,425,414,11,81812,97.4
2026-05-23 00:00:00,TPBank,Rút tiền,284,277,7,92494,97.5
2026-05-23 00:00:00,TPBank,Chuyển tiền,278,267,11,237157,96.0
2026-05-23 00:00:00,Agribank,Thanh toán,911,864,47,143334,94.8
2026-05-23 00:00:00,Agribank,Nạp Tiền,346,332,14,69980,96.0
2026-05-23 00:00:00,Agribank,Rút tiền,245,233,12,88665,95.1
2026-05-23 00:00:00,Agribank,Chuyển tiền,220,207,13,181819,94.1
2026-05-24 00:00:00,Vietcombank,Thanh toán,5702,5506,196,926434,96.6
2026-05-24 00:00:00,Vietcombank,Nạp Tiền,1820,1787,33,371309,98.2
2026-05-24 00:00:00,Vietcombank,Rút tiền,1256,1201,55,440251,95.6
2026-05-24 00:00:00,Vietcombank,Chuyển tiền,1116,1080,36,843561,96.8
2026-05-24 00:00:00,Techcombank,Thanh toán,3761,3646,115,570498,96.9
2026-05-24 00:00:00,Techcombank,Nạp Tiền,1357,1332,25,275422,98.2
2026-05-24 00:00:00,Techcombank,Rút tiền,972,957,15,372488,98.5
2026-05-24 00:00:00,Techcombank,Chuyển tiền,802,780,22,661852,97.3
2026-05-24 00:00:00,MB Bank,Thanh toán,3776,3651,125,540716,96.7
2026-05-24 00:00:00,MB Bank,Nạp Tiền,1469,1433,36,284388,97.5
2026-05-24 00:00:00,MB Bank,Rút tiền,829,805,24,269447,97.1
2026-05-24 00:00:00,MB Bank,Chuyển tiền,866,834,32,726188,96.3
2026-05-24 00:00:00,VietinBank,Thanh toán,3041,2827,214,458930,93.0
2026-05-24 00:00:00,VietinBank,Nạp Tiền,1190,1118,72,230426,93.9
2026-05-24 00:00:00,VietinBank,Rút tiền,759,711,48,256319,93.7
2026-05-24 00:00:00,VietinBank,Chuyển tiền,728,684,44,627051,94.0
2026-05-24 00:00:00,BIDV,Thanh toán,2793,2633,160,428823,94.3
2026-05-24 00:00:00,BIDV,Nạp Tiền,1007,953,54,207922,94.6
2026-05-24 00:00:00,BIDV,Rút tiền,704,673,31,242170,95.6
2026-05-24 00:00:00,BIDV,Chuyển tiền,619,592,27,456952,95.6
2026-05-24 00:00:00,VPBank,Thanh toán,2687,2551,136,417416,94.9
2026-05-24 00:00:00,VPBank,Nạp Tiền,1048,1007,41,216606,96.1
2026-05-24 00:00:00,VPBank,Rút tiền,588,560,28,225739,95.2
2026-05-24 00:00:00,VPBank,Chuyển tiền,546,514,32,419451,94.1
2026-05-24 00:00:00,ACB,Thanh toán,2328,2288,40,367648,98.3
2026-05-24 00:00:00,ACB,Nạp Tiền,881,854,27,158852,96.9
2026-05-24 00:00:00,ACB,Rút tiền,580,560,20,198136,96.6
2026-05-24 00:00:00,ACB,Chuyển tiền,513,498,15,437761,97.1
2026-05-24 00:00:00,Sacombank,Thanh toán,1538,1439,99,225950,93.6
2026-05-24 00:00:00,Sacombank,Nạp Tiền,489,459,30,97012,93.9
2026-05-24 00:00:00,Sacombank,Rút tiền,319,303,16,113341,95.0
2026-05-24 00:00:00,Sacombank,Chuyển tiền,326,304,22,268109,93.3
2026-05-24 00:00:00,TPBank,Thanh toán,1209,1170,39,163971,96.8
2026-05-24 00:00:00,TPBank,Nạp Tiền,454,440,14,98928,96.9
2026-05-24 00:00:00,TPBank,Rút tiền,297,294,3,112677,99.0
2026-05-24 00:00:00,TPBank,Chuyển tiền,253,246,7,186445,97.2
2026-05-24 00:00:00,Agribank,Thanh toán,999,952,47,150568,95.3
2026-05-24 00:00:00,Agribank,Nạp Tiền,348,334,14,73021,96.0
2026-05-24 00:00:00,Agribank,Rút tiền,224,212,12,73196,94.6
2026-05-24 00:00:00,Agribank,Chuyển tiền,226,214,12,181906,94.7
2026-05-25 00:00:00,Vietcombank,Thanh toán,7987,7829,158,1161958,98.0
2026-05-25 00:00:00,Vietcombank,Nạp Tiền,3132,3075,57,644621,98.2
2026-05-25 00:00:00,Vietcombank,Rút tiền,1869,1794,75,607894,96.0
2026-05-25 00:00:00,Vietcombank,Chuyển tiền,1757,1675,82,1308014,95.3
2026-05-25 00:00:00,Techcombank,Thanh toán,6394,6258,136,897170,97.9
2026-05-25 00:00:00,Techcombank,Nạp Tiền,2364,2302,62,496860,97.4
2026-05-25 00:00:00,Techcombank,Rút tiền,1522,1486,36,551997,97.6
2026-05-25 00:00:00,Techcombank,Chuyển tiền,1370,1333,37,1202647,97.3
2026-05-25 00:00:00,MB Bank,Thanh toán,5719,5673,46,879676,99.2
2026-05-25 00:00:00,MB Bank,Nạp Tiền,2037,1995,42,404867,97.9
2026-05-25 00:00:00,MB Bank,Rút tiền,1435,1399,36,479615,97.5
2026-05-25 00:00:00,MB Bank,Chuyển tiền,1190,1156,34,870925,97.1
2026-05-25 00:00:00,VietinBank,Thanh toán,5102,4799,303,697477,94.1
2026-05-25 00:00:00,VietinBank,Nạp Tiền,1830,1701,129,392663,93.0
2026-05-25 00:00:00,VietinBank,Rút tiền,1117,1056,61,391502,94.5
2026-05-25 00:00:00,VietinBank,Chuyển tiền,1129,1061,68,985252,94.0
2026-05-25 00:00:00,BIDV,Thanh toán,4217,4012,205,671744,95.1
2026-05-25 00:00:00,BIDV,Nạp Tiền,1614,1530,84,321226,94.8
2026-05-25 00:00:00,BIDV,Rút tiền,1025,991,34,355200,96.7
2026-05-25 00:00:00,BIDV,Chuyển tiền,998,961,37,732025,96.3
2026-05-25 00:00:00,VPBank,Thanh toán,3971,3761,210,620383,94.7
2026-05-25 00:00:00,VPBank,Nạp Tiền,1492,1435,57,304953,96.2
2026-05-25 00:00:00,VPBank,Rút tiền,990,948,42,331454,95.8
2026-05-25 00:00:00,VPBank,Chuyển tiền,932,899,33,772277,96.5
2026-05-25 00:00:00,ACB,Thanh toán,3469,3412,57,535680,98.4
2026-05-25 00:00:00,ACB,Nạp Tiền,1258,1220,38,254516,97.0
2026-05-25 00:00:00,ACB,Rút tiền,905,877,28,330923,96.9
2026-05-25 00:00:00,ACB,Chuyển tiền,784,757,27,637578,96.6
2026-05-25 00:00:00,Sacombank,Thanh toán,2121,2020,101,306075,95.2
2026-05-25 00:00:00,Sacombank,Nạp Tiền,846,786,60,176266,92.9
2026-05-25 00:00:00,Sacombank,Rút tiền,494,462,32,168635,93.5
2026-05-25 00:00:00,Sacombank,Chuyển tiền,490,463,27,405337,94.5
2026-05-25 00:00:00,TPBank,Thanh toán,2015,1948,67,312554,96.7
2026-05-25 00:00:00,TPBank,Nạp Tiền,700,682,18,136152,97.4
2026-05-25 00:00:00,TPBank,Rút tiền,436,433,3,147769,99.3
2026-05-25 00:00:00,TPBank,Chuyển tiền,443,427,16,389838,96.4
2026-05-25 00:00:00,Agribank,Thanh toán,1406,1318,88,225427,93.7
2026-05-25 00:00:00,Agribank,Nạp Tiền,509,484,25,102609,95.1
2026-05-25 00:00:00,Agribank,Rút tiền,370,356,14,117527,96.2
2026-05-25 00:00:00,Agribank,Chuyển tiền,320,306,14,262043,95.6
2026-05-26 00:00:00,Vietcombank,Thanh toán,8813,8498,315,1232651,96.4
2026-05-26 00:00:00,Vietcombank,Nạp Tiền,3185,3102,83,652891,97.4
2026-05-26 00:00:00,Vietcombank,Rút tiền,1878,1830,48,597313,97.4
2026-05-26 00:00:00,Vietcombank,Chuyển tiền,1842,1784,58,1396244,96.9
2026-05-26 00:00:00,Techcombank,Thanh toán,6071,5933,138,956618,97.7
2026-05-26 00:00:00,Techcombank,Nạp Tiền,2272,2195,77,430695,96.6
2026-05-26 00:00:00,Techcombank,Rút tiền,1535,1508,27,580657,98.2
2026-05-26 00:00:00,Techcombank,Chuyển tiền,1275,1230,45,1111214,96.5
2026-05-26 00:00:00,MB Bank,Thanh toán,5840,5722,118,837766,98.0
2026-05-26 00:00:00,MB Bank,Nạp Tiền,2155,2114,41,423988,98.1
2026-05-26 00:00:00,MB Bank,Rút tiền,1315,1303,12,487980,99.1
2026-05-26 00:00:00,MB Bank,Chuyển tiền,1211,1195,16,882030,98.7
2026-05-26 00:00:00,VietinBank,Thanh toán,5122,4882,240,776680,95.3
2026-05-26 00:00:00,VietinBank,Nạp Tiền,1736,1646,90,348304,94.8
2026-05-26 00:00:00,VietinBank,Rút tiền,1125,1052,73,414470,93.5
2026-05-26 00:00:00,VietinBank,Chuyển tiền,1080,1010,70,866307,93.5
2026-05-26 00:00:00,BIDV,Thanh toán,4622,4348,274,750220,94.1
2026-05-26 00:00:00,BIDV,Nạp Tiền,1748,1686,62,379698,96.5
2026-05-26 00:00:00,BIDV,Rút tiền,1093,1027,66,382703,94.0
2026-05-26 00:00:00,BIDV,Chuyển tiền,971,917,54,711798,94.4
2026-05-26 00:00:00,VPBank,Thanh toán,4024,3810,214,655609,94.7
2026-05-26 00:00:00,VPBank,Nạp Tiền,1594,1542,52,308298,96.7
2026-05-26 00:00:00,VPBank,Rút tiền,934,887,47,312966,95.0
2026-05-26 00:00:00,VPBank,Chuyển tiền,948,912,36,703612,96.2
2026-05-26 00:00:00,ACB,Thanh toán,3896,3793,103,526573,97.4
2026-05-26 00:00:00,ACB,Nạp Tiền,1262,1212,50,238046,96.0
2026-05-26 00:00:00,ACB,Rút tiền,845,825,20,309190,97.6
2026-05-26 00:00:00,ACB,Chuyển tiền,854,818,36,654246,95.8
2026-05-26 00:00:00,Sacombank,Thanh toán,2203,2046,157,313163,92.9
2026-05-26 00:00:00,Sacombank,Nạp Tiền,863,800,63,184222,92.7
2026-05-26 00:00:00,Sacombank,Rút tiền,547,516,31,172934,94.3
2026-05-26 00:00:00,Sacombank,Chuyển tiền,513,481,32,428338,93.8
2026-05-26 00:00:00,TPBank,Thanh toán,1895,1851,44,290776,97.7
2026-05-26 00:00:00,TPBank,Nạp Tiền,665,652,13,124682,98.0
2026-05-26 00:00:00,TPBank,Rút tiền,423,414,9,143922,97.9
2026-05-26 00:00:00,TPBank,Chuyển tiền,445,437,8,356542,98.2
2026-05-26 00:00:00,Agribank,Thanh toán,1372,1299,73,204570,94.7
2026-05-26 00:00:00,Agribank,Nạp Tiền,578,547,31,112670,94.6
2026-05-26 00:00:00,Agribank,Rút tiền,370,346,24,136972,93.5
2026-05-26 00:00:00,Agribank,Chuyển tiền,321,301,20,264868,93.8
2026-05-27 00:00:00,Vietcombank,Thanh toán,7802,7616,186,1225347,97.6
2026-05-27 00:00:00,Vietcombank,Nạp Tiền,2930,2804,126,568689,95.7
2026-05-27 00:00:00,Vietcombank,Rút tiền,1967,1923,44,643713,97.8
2026-05-27 00:00:00,Vietcombank,Chuyển tiền,1893,1850,43,1507897,97.7
2026-05-27 00:00:00,Techcombank,Thanh toán,5803,5706,97,794390,98.3
2026-05-27 00:00:00,Techcombank,Nạp Tiền,2277,2186,91,428220,96.0
2026-05-27 00:00:00,Techcombank,Rút tiền,1530,1476,54,486438,96.5
2026-05-27 00:00:00,Techcombank,Chuyển tiền,1305,1265,40,1146128,96.9
2026-05-27 00:00:00,MB Bank,Thanh toán,5945,5827,118,809106,98.0
2026-05-27 00:00:00,MB Bank,Nạp Tiền,2291,2226,65,445093,97.2
2026-05-27 00:00:00,MB Bank,Rút tiền,1473,1425,48,531607,96.7
2026-05-27 00:00:00,MB Bank,Chuyển tiền,1245,1201,44,969709,96.5
2026-05-27 00:00:00,VietinBank,Thanh toán,5039,4784,255,815507,94.9
2026-05-27 00:00:00,VietinBank,Nạp Tiền,1881,1763,118,352636,93.7
2026-05-27 00:00:00,VietinBank,Rút tiền,1271,1197,74,482600,94.2
2026-05-27 00:00:00,VietinBank,Chuyển tiền,1143,1063,80,838067,93.0
2026-05-27 00:00:00,BIDV,Thanh toán,4609,4334,275,705516,94.0
2026-05-27 00:00:00,BIDV,Nạp Tiền,1610,1537,73,310486,95.5
2026-05-27 00:00:00,BIDV,Rút tiền,1007,954,53,338044,94.7
2026-05-27 00:00:00,BIDV,Chuyển tiền,1025,975,50,807883,95.1
2026-05-27 00:00:00,VPBank,Thanh toán,4249,4064,185,579014,95.6
2026-05-27 00:00:00,VPBank,Nạp Tiền,1602,1559,43,327759,97.3
2026-05-27 00:00:00,VPBank,Rút tiền,1008,962,46,386670,95.4
2026-05-27 00:00:00,VPBank,Chuyển tiền,842,794,48,692125,94.3
2026-05-27 00:00:00,ACB,Thanh toán,3788,3695,93,596598,97.5
2026-05-27 00:00:00,ACB,Nạp Tiền,1282,1267,15,238081,98.8
2026-05-27 00:00:00,ACB,Rút tiền,919,883,36,293810,96.1
2026-05-27 00:00:00,ACB,Chuyển tiền,839,810,29,731536,96.5
2026-05-27 00:00:00,Sacombank,Thanh toán,2065,1948,117,320842,94.3
2026-05-27 00:00:00,Sacombank,Nạp Tiền,840,786,54,176839,93.6
2026-05-27 00:00:00,Sacombank,Rút tiền,557,518,39,189762,93.0
2026-05-27 00:00:00,Sacombank,Chuyển tiền,488,458,30,370849,93.9
2026-05-27 00:00:00,TPBank,Thanh toán,1804,1740,64,253608,96.5
2026-05-27 00:00:00,TPBank,Nạp Tiền,701,684,17,141929,97.6
2026-05-27 00:00:00,TPBank,Rút tiền,446,440,6,162470,98.7
2026-05-27 00:00:00,TPBank,Chuyển tiền,408,403,5,312402,98.8
2026-05-27 00:00:00,Agribank,Thanh toán,1601,1545,56,225749,96.5
2026-05-27 00:00:00,Agribank,Nạp Tiền,514,494,20,101813,96.1
2026-05-27 00:00:00,Agribank,Rút tiền,368,349,19,118181,94.8
2026-05-27 00:00:00,Agribank,Chuyển tiền,342,328,14,300225,95.9
2026-05-28 00:00:00,Vietcombank,Thanh toán,8301,8088,213,1257600,97.4
2026-05-28 00:00:00,Vietcombank,Nạp Tiền,2908,2849,59,622470,98.0
2026-05-28 00:00:00,Vietcombank,Rút tiền,1883,1839,44,660204,97.7
2026-05-28 00:00:00,Vietcombank,Chuyển tiền,1718,1679,39,1454683,97.7
2026-05-28 00:00:00,Techcombank,Thanh toán,5859,5758,101,795584,98.3
2026-05-28 00:00:00,Techcombank,Nạp Tiền,2326,2271,55,462167,97.6
2026-05-28 00:00:00,Techcombank,Rút tiền,1469,1414,55,553662,96.3
2026-05-28 00:00:00,Techcombank,Chuyển tiền,1242,1196,46,1092879,96.3
2026-05-28 00:00:00,MB Bank,Thanh toán,6125,6005,120,902358,98.0
2026-05-28 00:00:00,MB Bank,Nạp Tiền,2169,2149,20,396818,99.1
2026-05-28 00:00:00,MB Bank,Rút tiền,1355,1335,20,469505,98.5
2026-05-28 00:00:00,MB Bank,Chuyển tiền,1350,1318,32,999720,97.6
2026-05-28 00:00:00,VietinBank,Thanh toán,5428,5122,306,828495,94.4
2026-05-28 00:00:00,VietinBank,Nạp Tiền,1750,1645,105,378749,94.0
2026-05-28 00:00:00,VietinBank,Rút tiền,1108,1055,53,389204,95.2
2026-05-28 00:00:00,VietinBank,Chuyển tiền,1088,1009,79,839528,92.7
2026-05-28 00:00:00,BIDV,Thanh toán,4405,4019,386,719015,91.2
2026-05-28 00:00:00,BIDV,Nạp Tiền,1663,1542,121,316010,92.7
2026-05-28 00:00:00,BIDV,Rút tiền,1149,1069,80,384009,93.0
2026-05-28 00:00:00,BIDV,Chuyển tiền,988,904,84,726129,91.5
2026-05-28 00:00:00,VPBank,Thanh toán,4451,4233,218,726617,95.1
2026-05-28 00:00:00,VPBank,Nạp Tiền,1419,1350,69,290865,95.1
2026-05-28 00:00:00,VPBank,Rút tiền,1051,1005,46,399038,95.6
2026-05-28 00:00:00,VPBank,Chuyển tiền,838,809,29,607164,96.5
2026-05-28 00:00:00,ACB,Thanh toán,3462,3422,40,547448,98.8
2026-05-28 00:00:00,ACB,Nạp Tiền,1309,1282,27,275777,97.9
2026-05-28 00:00:00,ACB,Rút tiền,913,893,20,289530,97.8
2026-05-28 00:00:00,ACB,Chuyển tiền,820,799,21,630034,97.4
2026-05-28 00:00:00,Sacombank,Thanh toán,2174,2063,111,338165,94.9
2026-05-28 00:00:00,Sacombank,Nạp Tiền,822,772,50,170601,93.9
2026-05-28 00:00:00,Sacombank,Rút tiền,504,473,31,175844,93.8
2026-05-28 00:00:00,Sacombank,Chuyển tiền,474,441,33,352175,93.0
2026-05-28 00:00:00,TPBank,Thanh toán,1909,1882,27,307011,98.6
2026-05-28 00:00:00,TPBank,Nạp Tiền,686,664,22,133647,96.8
2026-05-28 00:00:00,TPBank,Rút tiền,426,415,11,148100,97.4
2026-05-28 00:00:00,TPBank,Chuyển tiền,415,404,11,308154,97.3
2026-05-28 00:00:00,Agribank,Thanh toán,1379,1301,78,202057,94.3
2026-05-28 00:00:00,Agribank,Nạp Tiền,575,545,30,125641,94.8
2026-05-28 00:00:00,Agribank,Rút tiền,333,319,14,126660,95.8
2026-05-28 00:00:00,Agribank,Chuyển tiền,345,324,21,290524,93.9
2026-05-29 00:00:00,Vietcombank,Thanh toán,8610,8463,147,1282928,98.3
2026-05-29 00:00:00,Vietcombank,Nạp Tiền,3210,3089,121,580775,96.2
2026-05-29 00:00:00,Vietcombank,Rút tiền,1995,1931,64,763422,96.8
2026-05-29 00:00:00,Vietcombank,Chuyển tiền,1766,1705,61,1285268,96.5
2026-05-29 00:00:00,Techcombank,Thanh toán,5905,5751,154,953481,97.4
2026-05-29 00:00:00,Techcombank,Nạp Tiền,2377,2328,49,455028,97.9
2026-05-29 00:00:00,Techcombank,Rút tiền,1330,1309,21,459069,98.4
2026-05-29 00:00:00,Techcombank,Chuyển tiền,1293,1262,31,1088986,97.6
2026-05-29 00:00:00,MB Bank,Thanh toán,5763,5575,188,786849,96.7
2026-05-29 00:00:00,MB Bank,Nạp Tiền,2247,2184,63,454183,97.2
2026-05-29 00:00:00,MB Bank,Rút tiền,1292,1263,29,447710,97.8
2026-05-29 00:00:00,MB Bank,Chuyển tiền,1316,1276,40,1155782,97.0
2026-05-29 00:00:00,VietinBank,Thanh toán,5326,5035,291,739567,94.5
2026-05-29 00:00:00,VietinBank,Nạp Tiền,1733,1627,106,367042,93.9
2026-05-29 00:00:00,VietinBank,Rút tiền,1180,1114,66,401899,94.4
2026-05-29 00:00:00,VietinBank,Chuyển tiền,1047,972,75,839128,92.8
2026-05-29 00:00:00,BIDV,Thanh toán,4687,4233,454,638216,90.3
2026-05-29 00:00:00,BIDV,Nạp Tiền,1688,1563,125,338905,92.6
2026-05-29 00:00:00,BIDV,Rút tiền,1025,943,82,359862,92.0
2026-05-29 00:00:00,BIDV,Chuyển tiền,994,919,75,766339,92.5
2026-05-29 00:00:00,VPBank,Thanh toán,4197,4095,102,659682,97.6
2026-05-29 00:00:00,VPBank,Nạp Tiền,1456,1403,53,291626,96.4
2026-05-29 00:00:00,VPBank,Rút tiền,1027,988,39,374456,96.2
2026-05-29 00:00:00,VPBank,Chuyển tiền,904,864,40,653286,95.6
2026-05-29 00:00:00,ACB,Thanh toán,3755,3681,74,617310,98.0
2026-05-29 00:00:00,ACB,Nạp Tiền,1391,1348,43,300387,96.9
2026-05-29 00:00:00,ACB,Rút tiền,813,795,18,271206,97.8
2026-05-29 00:00:00,ACB,Chuyển tiền,804,785,19,653944,97.6
2026-05-29 00:00:00,Sacombank,Thanh toán,2136,2009,127,334573,94.1
2026-05-29 00:00:00,Sacombank,Nạp Tiền,843,784,59,174694,93.0
2026-05-29 00:00:00,Sacombank,Rút tiền,488,460,28,177649,94.3
2026-05-29 00:00:00,Sacombank,Chuyển tiền,472,435,37,363530,92.2
2026-05-29 00:00:00,TPBank,Thanh toán,1823,1780,43,257255,97.6
2026-05-29 00:00:00,TPBank,Nạp Tiền,699,690,9,151557,98.7
2026-05-29 00:00:00,TPBank,Rút tiền,420,414,6,147549,98.6
2026-05-29 00:00:00,TPBank,Chuyển tiền,422,417,5,336139,98.8
2026-05-29 00:00:00,Agribank,Thanh toán,1463,1382,81,205105,94.5
2026-05-29 00:00:00,Agribank,Nạp Tiền,565,534,31,109706,94.5
2026-05-29 00:00:00,Agribank,Rút tiền,372,358,14,134906,96.2
2026-05-29 00:00:00,Agribank,Chuyển tiền,343,322,21,273531,93.9
2026-05-30 00:00:00,Vietcombank,Thanh toán,5186,4986,200,746550,96.1
2026-05-30 00:00:00,Vietcombank,Nạp Tiền,1946,1900,46,405149,97.6
2026-05-30 00:00:00,Vietcombank,Rút tiền,1342,1307,35,452512,97.4
2026-05-30 00:00:00,Vietcombank,Chuyển tiền,1166,1125,41,1013857,96.5
2026-05-30 00:00:00,Techcombank,Thanh toán,3931,3804,127,598315,96.8
2026-05-30 00:00:00,Techcombank,Nạp Tiền,1467,1424,43,321575,97.1
2026-05-30 00:00:00,Techcombank,Rút tiền,951,939,12,353128,98.7
2026-05-30 00:00:00,Techcombank,Chuyển tiền,870,831,39,759379,95.5
2026-05-30 00:00:00,MB Bank,Thanh toán,3583,3498,85,531256,97.6
2026-05-30 00:00:00,MB Bank,Nạp Tiền,1339,1323,16,252481,98.8
2026-05-30 00:00:00,MB Bank,Rút tiền,965,940,25,341939,97.4
2026-05-30 00:00:00,MB Bank,Chuyển tiền,833,804,29,681817,96.5
2026-05-30 00:00:00,VietinBank,Thanh toán,3255,3041,214,504834,93.4
2026-05-30 00:00:00,VietinBank,Nạp Tiền,1229,1148,81,232666,93.4
2026-05-30 00:00:00,VietinBank,Rút tiền,724,680,44,264415,93.9
2026-05-30 00:00:00,VietinBank,Chuyển tiền,668,630,38,495652,94.3
2026-05-30 00:00:00,BIDV,Thanh toán,2995,2789,206,418516,93.1
2026-05-30 00:00:00,BIDV,Nạp Tiền,1154,1073,81,248266,93.0
2026-05-30 00:00:00,BIDV,Rút tiền,703,648,55,258643,92.2
2026-05-30 00:00:00,BIDV,Chuyển tiền,628,569,59,517059,90.6
2026-05-30 00:00:00,VPBank,Thanh toán,2860,2713,147,435360,94.9
2026-05-30 00:00:00,VPBank,Nạp Tiền,1033,1000,33,221075,96.8
2026-05-30 00:00:00,VPBank,Rút tiền,587,571,16,192098,97.3
2026-05-30 00:00:00,VPBank,Chuyển tiền,561,544,17,407181,97.0
2026-05-30 00:00:00,ACB,Thanh toán,2423,2383,40,340647,98.3
2026-05-30 00:00:00,ACB,Nạp Tiền,881,869,12,158906,98.6
2026-05-30 00:00:00,ACB,Rút tiền,597,584,13,226855,97.8
2026-05-30 00:00:00,ACB,Chuyển tiền,526,507,19,461962,96.4
2026-05-30 00:00:00,Sacombank,Thanh toán,1471,1384,87,237828,94.1
2026-05-30 00:00:00,Sacombank,Nạp Tiền,501,476,25,99559,95.0
2026-05-30 00:00:00,Sacombank,Rút tiền,327,310,17,110574,94.8
2026-05-30 00:00:00,Sacombank,Chuyển tiền,336,314,22,255750,93.5
2026-05-30 00:00:00,TPBank,Thanh toán,1182,1140,42,171523,96.4
2026-05-30 00:00:00,TPBank,Nạp Tiền,450,441,9,94631,98.0
2026-05-30 00:00:00,TPBank,Rút tiền,279,274,5,100359,98.2
2026-05-30 00:00:00,TPBank,Chuyển tiền,273,269,4,219067,98.5
2026-05-30 00:00:00,Agribank,Thanh toán,910,862,48,125454,94.7
2026-05-30 00:00:00,Agribank,Nạp Tiền,331,314,17,71970,94.9
2026-05-30 00:00:00,Agribank,Rút tiền,210,198,12,69612,94.3
2026-05-30 00:00:00,Agribank,Chuyển tiền,211,202,9,162113,95.7
2026-05-31 00:00:00,Vietcombank,Thanh toán,5674,5505,169,810511,97.0
2026-05-31 00:00:00,Vietcombank,Nạp Tiền,1978,1926,52,360955,97.4
